timestamp,date,time,day_of_week,month,device_name,state,temperature
2025-08-31 01:30:00,2025-08-31,01:30,Sunday,August,Electric Stove,0,16.6
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,TV,1,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Washing Machine,0,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,AC,0,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Refrigerator,1,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Microwave,0,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Water Heater,0,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Lights,0,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Fan,0,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Dishwasher,0,16.1
2025-08-31 02:00:00,2025-08-31,02:00,Sunday,August,Electric Stove,0,16.1
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,TV,0,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Washing Machine,0,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,AC,0,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Refrigerator,1,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Microwave,0,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Water Heater,0,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Lights,1,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Fan,0,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Dishwasher,0,18.4
2025-08-31 02:30:00,2025-08-31,02:30,Sunday,August,Electric Stove,0,18.4
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,TV,0,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Washing Machine,0,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,AC,1,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Refrigerator,1,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Microwave,0,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Water Heater,0,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Lights,1,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Fan,0,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Dishwasher,0,18.2
2025-08-31 03:00:00,2025-08-31,03:00,Sunday,August,Electric Stove,0,18.2
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,TV,1,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Washing Machine,0,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,AC,1,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Refrigerator,1,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Microwave,0,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Water Heater,0,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Lights,0,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Fan,0,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Dishwasher,0,18.7
2025-08-31 03:30:00,2025-08-31,03:30,Sunday,August,Electric Stove,0,18.7
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,TV,0,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Washing Machine,0,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,AC,0,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Refrigerator,1,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Microwave,0,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Water Heater,0,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Lights,0,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Fan,1,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Dishwasher,0,17.8
2025-08-31 04:00:00,2025-08-31,04:00,Sunday,August,Electric Stove,0,17.8
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,TV,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Washing Machine,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,AC,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Refrigerator,1,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Microwave,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Water Heater,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Lights,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Fan,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Dishwasher,0,18.2
2025-08-31 04:30:00,2025-08-31,04:30,Sunday,August,Electric Stove,0,18.2
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,TV,1,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Washing Machine,0,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,AC,1,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Refrigerator,1,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Microwave,0,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Water Heater,0,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Lights,0,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Fan,0,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Dishwasher,0,20.4
2025-08-31 05:00:00,2025-08-31,05:00,Sunday,August,Electric Stove,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,TV,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Washing Machine,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,AC,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Refrigerator,1,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Microwave,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Water Heater,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Lights,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Fan,1,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Dishwasher,0,20.4
2025-08-31 05:30:00,2025-08-31,05:30,Sunday,August,Electric Stove,0,20.4
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,TV,0,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Washing Machine,1,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,AC,0,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Refrigerator,1,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Microwave,1,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Water Heater,1,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Lights,0,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Fan,1,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Dishwasher,0,23.3
2025-08-31 06:00:00,2025-08-31,06:00,Sunday,August,Electric Stove,0,23.3
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,TV,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Washing Machine,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,AC,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Refrigerator,1,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Microwave,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Water Heater,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Lights,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Fan,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Dishwasher,0,21.6
2025-08-31 06:30:00,2025-08-31,06:30,Sunday,August,Electric Stove,0,21.6
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,TV,0,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Washing Machine,0,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,AC,0,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Refrigerator,1,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Microwave,0,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Water Heater,1,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Lights,0,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Fan,0,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Dishwasher,0,24.9
2025-08-31 07:00:00,2025-08-31,07:00,Sunday,August,Electric Stove,0,24.9
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,TV,0,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Washing Machine,0,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,AC,0,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Refrigerator,1,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Microwave,0,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Water Heater,0,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Lights,0,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Fan,1,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Dishwasher,0,22.8
2025-08-31 07:30:00,2025-08-31,07:30,Sunday,August,Electric Stove,0,22.8
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,TV,0,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Washing Machine,0,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,AC,0,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Refrigerator,1,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Microwave,0,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Water Heater,1,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Lights,0,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Fan,0,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Dishwasher,0,24.3
2025-08-31 08:00:00,2025-08-31,08:00,Sunday,August,Electric Stove,1,24.3
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,TV,0,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Washing Machine,1,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,AC,0,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Refrigerator,1,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Microwave,1,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Water Heater,1,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Lights,0,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Fan,0,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Dishwasher,0,24.6
2025-08-31 08:30:00,2025-08-31,08:30,Sunday,August,Electric Stove,0,24.6
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,TV,0,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Washing Machine,1,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,AC,0,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Refrigerator,1,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Microwave,0,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Water Heater,0,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Lights,0,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Fan,1,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Dishwasher,0,26.7
2025-08-31 09:00:00,2025-08-31,09:00,Sunday,August,Electric Stove,0,26.7
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,TV,0,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Washing Machine,1,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,AC,1,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Refrigerator,1,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Microwave,0,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Water Heater,0,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Lights,0,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Fan,0,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Dishwasher,0,25.8
2025-08-31 09:30:00,2025-08-31,09:30,Sunday,August,Electric Stove,0,25.8
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,TV,0,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Washing Machine,0,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,AC,1,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Refrigerator,0,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Microwave,0,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Water Heater,0,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Lights,0,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Fan,1,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Dishwasher,0,26.4
2025-08-31 10:00:00,2025-08-31,10:00,Sunday,August,Electric Stove,0,26.4
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,TV,1,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Washing Machine,0,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,AC,0,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Refrigerator,1,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Microwave,0,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Water Heater,0,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Lights,0,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Fan,1,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Dishwasher,1,25.5
2025-08-31 10:30:00,2025-08-31,10:30,Sunday,August,Electric Stove,0,25.5
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,TV,0,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Washing Machine,0,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,AC,0,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Refrigerator,1,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Microwave,0,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Water Heater,1,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Lights,0,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Fan,0,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Dishwasher,0,27.6
2025-08-31 11:00:00,2025-08-31,11:00,Sunday,August,Electric Stove,0,27.6
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,TV,1,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Washing Machine,0,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,AC,1,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Refrigerator,1,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Microwave,0,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Water Heater,0,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Lights,1,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Fan,0,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Dishwasher,0,28.0
2025-08-31 11:30:00,2025-08-31,11:30,Sunday,August,Electric Stove,0,28.0
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,TV,0,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Washing Machine,0,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,AC,1,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Refrigerator,1,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Microwave,0,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Water Heater,0,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Lights,0,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Fan,1,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Dishwasher,1,26.5
2025-08-31 12:00:00,2025-08-31,12:00,Sunday,August,Electric Stove,1,26.5
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,TV,0,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Washing Machine,0,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,AC,0,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Refrigerator,1,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Microwave,1,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Water Heater,0,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Lights,1,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Fan,0,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Dishwasher,0,26.7
2025-08-31 12:30:00,2025-08-31,12:30,Sunday,August,Electric Stove,1,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,TV,0,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Washing Machine,1,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,AC,0,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Refrigerator,1,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Microwave,1,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Water Heater,0,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Lights,0,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Fan,1,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Dishwasher,0,26.7
2025-08-31 13:00:00,2025-08-31,13:00,Sunday,August,Electric Stove,0,26.7
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,TV,0,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Washing Machine,0,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,AC,1,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Refrigerator,1,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Microwave,0,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Water Heater,0,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Lights,0,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Fan,1,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Dishwasher,1,26.3
2025-08-31 13:30:00,2025-08-31,13:30,Sunday,August,Electric Stove,1,26.3
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,TV,0,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Washing Machine,0,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,AC,1,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Refrigerator,1,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Microwave,0,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Water Heater,0,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Lights,0,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Fan,1,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Dishwasher,0,27.7
2025-08-31 14:00:00,2025-08-31,14:00,Sunday,August,Electric Stove,0,27.7
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,TV,0,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Washing Machine,0,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,AC,1,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Refrigerator,1,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Microwave,0,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Water Heater,1,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Lights,0,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Fan,0,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Dishwasher,0,26.0
2025-08-31 14:30:00,2025-08-31,14:30,Sunday,August,Electric Stove,0,26.0
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,TV,0,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Washing Machine,1,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,AC,1,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Refrigerator,1,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Microwave,0,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Water Heater,0,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Lights,0,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Fan,1,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Dishwasher,0,25.1
2025-08-31 15:00:00,2025-08-31,15:00,Sunday,August,Electric Stove,1,25.1
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,TV,0,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Washing Machine,0,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,AC,1,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Refrigerator,1,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Microwave,1,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Water Heater,0,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Lights,0,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Fan,1,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Dishwasher,0,25.6
2025-08-31 15:30:00,2025-08-31,15:30,Sunday,August,Electric Stove,0,25.6
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,TV,0,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,Washing Machine,1,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,AC,1,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,Refrigerator,1,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,Microwave,0,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,Water Heater,0,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,Lights,0,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,Fan,1,25.7
2025-08-31 16:00:00,2025-08-31,16:00,Sunday,August,Dishwasher,0,25.7
